bound_client,id,achievement_count,athlete,athlete_count,average_speed,average_watts,comment_count,commute,device_watts,distance,elapsed_time,elev_high,elev_low,end_latlng,external_id,flagged,gear_id,has_kudoed,hide_from_home,kilojoules,kudos_count,manual,map,max_speed,max_watts,moving_time,name,photo_count,private,sport_type,start_date,start_date_local,start_latlng,timezone,total_elevation_gain,total_photo_count,trainer,type,upload_id,upload_id_str,weighted_average_watts,workout_type,utc_offset,location_city,location_state,location_country,pr_count,suffer_score,has_heartrate,average_heartrate,max_heartrate,average_cadence,from_accepted_tag,visibility
<stravalib.client.Client object at 0x0000019A8792AC80>,15836921008,0,bound_client=None id=43878216 resource_state=1,1,1.275,,0,False,,21731.3,18125,772.6,491.5,"root=[48.707884, -120.977625]",4F566F09-4DF5-438C-9E83-729A47CC462F-activity.fit,False,g23738936,False,,,2,False,id='a15836921008' polyline=None summary_polyline='gaaiHv{saV~AdDI`A|A~CN|@DrBbC~EnH`BpAfBHv@l@cA~AcALyCR]b@bAn@`@jAKjAv@r@nCMJfB~AFrAh@b@hAnBIzBrEvAxB|Dh@xCrAfDhAfB`ChAi@Nh@Zf@]jB^Dp@vDtEfCh@|Ca@Pa@f@b@nAMfAb@xAQJYvAnAnDlAzAd@Na@r@PbAfAtGrCx@l@S@JVbACjD~CrAHrClBhGpBzAe@zD^zC}@tB~@rAOjBsAjAaDv@rC|BdBpAzB@bAz@`AtEvCzEh@x@jA|@At@fAG|Cv@vBrCf@jBAjC{@vBTlAu@dAyEr@C~EcEbB{DxASfDwCtBv@bCs@x@y@NkBrDQdAkAt@CtPgH`BeCrBkIzE}DpCqGPwBI}Ef@RhBm@|BoCtAoBdBFGvAb@p@ZDbAaAXrAxBlA~BAvCgAVfArA}AxE{@~EoAjCiB`@\\vAa@nAsArCx@l@o@Rn@t@q@r@X`@[pBf@bHRdBWfC{AbAy@]_B][TeAlAw@`@gALp@{@KJVXBOQn@q@Uw@ZgAWUVs@xDuBAy@`@IJw@|@qAvDgErCcI\\K`B{GMw@NoAWaBNk@dCkCjEiBlA_Bz@Y?m@tAaCrF_BJRfFwBCWv@@n@g@As@d@{@lAUZj@zAJ`CiAnD`@v@c@hBZr@]`BIQf@h@u@hAKX{AhA`@hB_Bv@]vA_@?]~HqBtDp@fBrB`APhBcAbBYx@JNi@`Aa@n@sArBqAzDk@|EHxCzAfBbDjI_@rAcAlA^t@_@rAV~BhAvGo@vD`A~D_@xAVPhAy@Zf@_@YOJa@_@FTHPg@@j@H_@{@DE]pANlCfAlAzBtBb@|IlDd@Wl@bDdAvAx@lChAbBbAn@xFw@vBqAjFwGz@sBhDmBtJmBl@tArCRB\\p@wEbA}BlB_CXsAvAqBlBsAp@_BvBiAj@_AnAmEu@cBXUBk@bAO`AmDjBqC~BkK~BeCVgBzAA`C}A`DuFd@oBUuD`@{@d@_Fv@_CK}BUa@Do@nAo@T_BjB]ZoChAcBb@O@Vz@{EbBw@b@kBvAS`@_FzAB`@oDn@qAF{E\\_@DkB`BqAPcAjCaAPgA`A{AVA`BmD@}@vBoGh@_@j@yBp@cA\\aC|@eB`BuGf@q@MkA^Yz@yCv@}@p@KPbD{@fAYo@b@n@',4.517,,17041,Devil’s Dome - Day 4,0,False,root='Hike',2025-09-16 14:28:59+00:00,2025-09-16 07:28:59+00:00,"root=[48.837065, -121.020652]",(GMT-08:00) America/Los_Angeles,486.4,1,False,root='Hike',16914866708.0,16914866708,,,-25200.0,,,,0,,False,,,,False,everyone
<stravalib.client.Client object at 0x0000019A8792AC80>,15836921240,0,bound_client=None id=43878216 resource_state=1,1,1.08,,0,False,,19186.2,28277,2129.7,492.3,"root=[48.837335, -121.020667]",D9A1E391-8998-48B6-B429-2656CEB825B0-activity.fit,False,g23738936,False,,,1,False,id='a15836921240' polyline=None summary_polyline='sd`iH~qdaV|@iAlDb@xCkGQkCj@{AAkFe@}AzAqCDyE}@wFy@{CA_Aj@{@]yCDaBnAiHN_K[eD|@cCCkCx@iG~AwD@u@UDZ{AGg@n@kBDqAv@sCmAj@Dq@dCaGbAiECcAzAh@Yu@b@uAKmAb@j@As@N`@Ju@vBo@xAaCMe@\\i@L}Cv@eAJq@MQ`@?Lq@h@@b@cAXSJL`@sBNn@@mBZy@LZUWSx@AhBSk@yAfGg@|D}A|C}@DuA`CsBd@Mx@Qc@Dt@c@m@JjAa@xAXv@{Au@A~A}@vDy@rAuA~EzAq@[jBa@f@w@dEU`CXGC|@gB`Eo@~F?tBcAdDb@rCWpFHrBwAlK\\xDo@x@\\tCb@~@x@~FGtEyArCZbAZG_@dCTjBq@hBJxCwChGoD_@cAtAyBx@wAvCg@hBl@i@Oa@Ir@RICISDREU@TJSAVsAz@kB|EyD|@h@nBEp@nAZ_@z@rCBvAZIYH?k@MFw@`DbAnFM|Ho@`CRxAKbBQDlAc@lFbFXjGr@~D@pClA`HZqG|AvHDuAt@~CvBn@`@bB~Cv@~BnJj@kBV\\@pL]fG@dEVn@_@DRbEU|@LjADMAjHkAvDuAf@RxAsAfCh@X^zACdPcAxBeAzFgCj@SlBoBr@iAGZjCMz@a@\\JhBi@jALtBYjDe@|AaA|F}APDvAkAxEI|I_@fFs@rBLDk@[VTIn@_DjAJ~D]zA`@R`@lD\\l@RrEvBxN@rASL\\pAJyApAoD|AbIJrEi@r@LhAWpA_@TD`Bs@lAMtA}@`@R\\_AvFHrAk@vBo@bBcBlCw@ZFl@]l@eAp@U~@aBrBq@DQl@^o@z@RvFiA{@jC|EB`Ca@gBxFm@lC{EzJrAtDC`AeArBmAbF[`CFdAyAfAH~AuAtFWnCNn@YvAiCp@gEuCuAc@Gt@u@TWp@IfD}@u@HjEqAy@a@cAUrCs@k@Uy@GXc@]cAZEhCqAlB[zDqAT\\z@UdAp@nCMn@dClAeAxB_BCeBaAtAbBk@lAiBWK~@p@jB|@@\\h@cBOm@w@`@bB_@|@@c@LPMUBDNBSFNGMIPEc@oAP}@OgBZs@fB^~@~C~A`Bf@tAEvBb@j@^bCMf@l@B`@fGQJN\\Sr@`@BWGHTKM?Be@gJq@m@OaA',2.994,,17772,Devil’s Dome - Day 3,0,False,root='Hike',2025-09-15 18:16:06+00:00,2025-09-15 11:16:06+00:00,"root=[48.831541, -120.94409]",(GMT-08:00) America/Los_Angeles,515.6,2,False,root='Hike',16914866651.0,16914866651,,,-25200.0,,,,0,,False,,,,False,everyone
<stravalib.client.Client object at 0x0000019A8792AC80>,15836920836,0,bound_client=None id=43878216 resource_state=1,1,1.05,,0,False,,20504.2,25538,2128.4,1568.4,"root=[48.823996, -120.916762]",F34E1DDE-2B19-4A63-85BE-125B57B292BF-activity.fit,False,g23738936,False,,,0,False,id='a15836920836' polyline=None summary_polyline='_sphHrcu`VjAaB~@g@jFgL|BuCBqBW{B}AgFcBNk@g@sCGuIh@iCU{Au@eIdAeGXsAQsIhB_DNaCgAaA{B}FcI{E}AkHvA_AOwDxBsDuAw@h@eAEHh@eB_@xAzCCjAc@lAMYqA|@{@m@mCdA_EU@p@yEpAwAhAsExEmFzAk@r@e@SmDlGgBfAs@fA{Bp@IkA{@gEmBqDeAuFiAqBg@e@g@Gk@lAeA|AcCSiAv@qEsCgDvDkEzImBbCgEvKmDzHsAvBWI{@`@}@fEiAzBSDWw@{A?d@mCIkIQaBqAgFyBcNz@gBb@aCg@AS{@o@N[sAb@iAhAwGKYa@\\iA_@NgB~BkDCu@XaAaANZsAUFIoAZ}@h@e@AkAb@kAWkB^U?{@h@U?i@l@]Bo@z@eB`@a@t@uD@aBYY]kB`@gAVqBw@sCp@qCQcAQMIFRe@]MRSKMIiAVNYQ^kCq@W@]b@JQGGZ^cBOD^mAY_@Am@NIWG^K?q@Mo@W?LSYu@F]UHq@iAN_BR]Aw@TSm@iBYMWuAV}AMqAh@kCl@}@?y@l@}@^gGoEnAaAWAd@oChAi@IsBfBq@|@eAvB[|Ai@d@sCxGgCzAeIvHiJlDaBdAsBfCs@Dq@l@uDqBoB?y@t@q@a@i@yBsA{@mDMcBk@sAd@kAG}DrDc@hAu@ZkBcA{EjDgB@iAp@qDjD}F\\eBpCcGpGF\\o@PE_@yDfDLjA]XGdBc@j@EnBmA|@O|AkAfCaBbCeAp@h@e@a@\\?h@a@h@J`Ai@zHe@lDqA`CmBxA{@tAWpBQJMbCkA~Bk@fCSdBr@p@a@tAr@@XxAdAbAb@fAvAl@^~AXTI`@THHtA_@~IAlCVNWTL~At@hABlBoCfK_@PSx@LlDKTd@bByA`Aw@|EP`EQHG`Ba@j@CfAi@vABjBS|BOB\\jFmCfK[hCExFkAfLBbB_@|D_@~CmBvIAtBWpADtGQ~HXrG^l@Z~C|A~DvBPpAmAtB{D|@n@BbBo@fIeAnKKWmBrFiFdJiBlE_AdA}@|Dm@f@qCzFwClBCr@iAdB}@lDkAb@s@|CJj@iAjDa@T@dAq@tA_@Dm@`DTv@G~BsB~HKH?aBYeAW`A?hBOq@C`AwAfEi@hEqAlCm@R_@w@Zc@JgAO?BlAYf@NXeBrCeBv@^c@',2.94,,19534,Devil’s Dome - Day 2,0,False,root='Hike',2025-09-14 15:28:51+00:00,2025-09-14 08:28:51+00:00,"root=[48.75212, -120.866264]",(GMT-08:00) America/Los_Angeles,1231.1,3,False,root='Hike',16914866536.0,16914866536,,,-25200.0,,,,0,,False,,,,False,everyone
<stravalib.client.Client object at 0x0000019A8792AC80>,15836920499,0,bound_client=None id=43878216 resource_state=1,1,1.253,,0,False,,3079.8,4781,1899.9,1782.2,"root=[48.752071, -120.866045]",9A70E00F-D9E3-4E35-A93B-6AE9A5059420-activity.fit,False,,False,,,0,False,id='a15836920499' polyline=None summary_polyline='asphH|cu`V\\o@Z]JYJIJCd@a@JABI?GLQ@FRa@@IFCP[B?DGB?HYBQP[Lg@lAaCJa@Rc@`@a@HUZe@POXMHOFa@AeAOq@?G@B@EIs@I_@@OE]GIGg@ISI_@OYGa@EEEACMEEE@@AAAQBGJG@OAICAEIFQ@QAm@[S?MCEFICSH?@IMOHG?OGSCG@IAUHMCK@?CE@EAEDMCGDMDEAE@MGQH?HYJQ?GCMBSGGEI@EDKBKIE?M@KDGACEC@?AGAK??@EACDMK[FSE?CG??EME[AIEMEACAB@AA?II?CC@?EDSAG?@BKAICG@EBHDS@D@ACCDtACMCBIKCPPHDIFFVDXAL@NENHNEBFDCDD^DVGTFLED@FMLARBJ?PJLGDGHALMDDF?LMHCDGDBTBLIF?DGD?@D^CH@FCJBHCTLNCBJL@@BADFAFB\\MRADCL?PNFLF@DDVCNGPBXIZ@DBBPF?BDDXNl@@b@V`@Bd@DJ@XDNFr@?\\L~@AZD\\?\\I^]f@WVOZMJAD[`@CLWd@M`@A@KRSZEBUv@Wd@IVOVCVKRMLGNOHUd@OHCR?CADEAE@IJCCEBCF]TU^KH',2.76,,2457,Evening Hike,0,True,root='Hike',2025-09-14 01:39:10+00:00,2025-09-13 18:39:10+00:00,"root=[48.752146, -120.866314]",(GMT-08:00) America/Los_Angeles,117.6,0,False,root='Hike',16914866389.0,16914866389,,,-25200.0,,,,0,,False,,,,False,only_me
<stravalib.client.Client object at 0x0000019A8792AC80>,15836920699,0,bound_client=None id=43878216 resource_state=1,1,1.075,,1,False,,21326.3,23151,1794.6,506.3,"root=[48.752101, -120.866444]",2AC75BBA-4CFC-49B2-A3F3-6097F1585E23-activity.fit,False,g23738936,False,,,2,False,id='a15836920699' polyline=None summary_polyline='ykhhHjhkaVO]`A{AMwCdB}AF{Cp@wF~@wBKoEZk@O}At@mDMa@nC}Dn@{F@sDs@gDFqCWa@`@mMeAkRs@qAXs@BoFi@qBp@qAb@sDXyIjC{EOmARyA`Bm@fBqH{@gD}BiDDuMGyCYg@PeAcA}EWsBJq@_@g@AqA~CqHTiCgBwGe@sHNa@a@k@I_A^aCi@{Jn@oJ}@sETwBk@}AH_Ae@g@M}AB}@_ByDXiCs@{AP{Bw@yCCsCVmC]rADiCYGQyCfAcFl@qIBsCu@iEkDiEo@iB{@_Aq@DXZIKOi@VGYLDz@Mq@TWa@H\\b@BgA_A{A^_Ds@cB?iFeEyEeBqEuIuNSkCZHC`A{@y@u@}IaENdBt@TvBmGwAt@X]h@Hq@VBI^|@d@y@b@gEeBOaCmAqAh@aFoAwFsCqGk@gFwC{Ad@sA@mBDh@y@hBi@a@`@oAm@gHGzAw@a@cAwD\\TKxB[jAc@MLh@eAaB\\JAbBy@pDk@[MaAVTs@dAc@kA^b@@s@Wl@Es@Xv@o@p@g@kBXHKp@gB`CDcCQkBVTg@rAq@{ATqA_@_@@y@JdAg@hCq@M?oA[_@TKm@vCe@S}@wDROChCg@FOeAV^UbAq@g@SwARg@Cl@Y@f@S[XJu@LtAm@lCs@[TDBlBa@lAYCNs@c@FTL]l@u@wBZ[S`Bg@KIgAk@mDElEUHq@?AeAk@aCc@}@To@a@KFg@qAKu@i@M]?d@k@SE}Ai@Wm@yIi@|CoAyADrCkBkAKk@\\k@Hn@Cm@Uf@cAoAs@yG^{F`@w@f@yHu@oD}AmCMmB^mAsA{Cy@DsBoC}AuEuEaFyFoBmDoHeAa@w@iCb@iCSyD}B{ELy@_@o@}DNiAm@mAb@qBgAkChBs@xAqBz@yBSq@nBmFgBqFcEwB|AsDj@i@tA_Fo@yCHwD|@k@iAoC]qBJsDnCo@_@KeAaBy@gD{@w@f@Dv@s@|Cc@k@mAgEG~FuBgCkDx@oAB?mMb@kCA}Ae@BHuBkCTq@qCy@[wER_@iB\\wC_AqCE{AtHeOr@yFnDiITcBxA_BeCoDBo@Cl@jAlAl@hBdBt@`@zASJi@gCy@a@l@USEUdAx@W|@tBqAyAH{@nAwCfEsEk@eBLj@',5.66,,19831,Devil’s Dome - Day 1,0,False,root='Hike',2025-09-13 17:38:59+00:00,2025-09-13 10:38:59+00:00,"root=[48.707865, -120.977593]",(GMT-08:00) America/Los_Angeles,1478.8,1,False,root='Hike',16914866418.0,16914866418,,,-25200.0,,,,0,,False,,,,False,everyone
<stravalib.client.Client object at 0x0000019A8792AC80>,15782045300,71,bound_client=None id=43878216 resource_state=1,1,6.693,192.0,0,False,False,39827.7,6137,108.2,0.8,"root=[47.656024, -122.342375]",garmin_ping_479352088316,False,b16658183,False,,1142.4,12,False,id='a15782045300' polyline=None summary_polyline='{hzaHh`viVx\\~@g@|H{BdVUjHFR\\H~MBBnGgCHSL{@lCsRnj@iB~IaE|YyArHkBjFcJbR_BlF]hGr@xGp@fCr@fBz@hAtA`AWn@|BdBLp@@|B`@rCMlHUhAa@bAcF|H_BvFw@fFf@pEsWx]eCnEkCbHg@rCJv]_F@xEBHqDKm@sF@uBjFwDWoBx@mBvDwBvHq@p^g@fKPZlGF\\NBPeA`L{CvQqAfJwAlESjCPxAj@bAvB|A`AXrCLtRy@pALj@|A_DxDa@x@IdA@xHrBpJtF|IV`ADjAQlAcBrDS|@DhBd@|BIjBDxBcBvD]xE_@tAc@HFb@LEd@iBj@aF~AyDCqBNuBg@aCE{APeAzAmDVgBGcAWcAcGqJaBaIAaJRu@`E_FRg@T{B@iH`AuA`BuJVG~ArAfCx@|BLzDm@`BaAdAiAlB{ErCuBvC}ALyCvETfA[tC{Al@NV^Tz@ZxC^lAxAdC`@Vf]JxAq@dDwEj@Qf@TdEdFjAT|@Oj@]rBgC~JgNtTga@~CaDbA{Av@cBvCgKh@yBDs@MkAy@_AkEg@yC{@y@x@aCD}ElA}EHWP]z@Cx@LjBf@tBhJrNX`A?lASr@}AlCcDjBmFnJiBlBaAd@iCb@sz@YeAXgHnFyAXcEAUWHu|@vNKhiATLaA@yKJw@fFH|ByAvRU`C}@bB{@t@aAtCcLT_BI}LYk@e@QgHBWd@GtCM^_CRwoBe@UDOj@@`MS^eF\\qLF}HpCaD~BaE|AKXKrBuBUy@W]g@W}A@aR^}AnBmFnBwDtCmEdRqVjFkH|YmS`Bg@xHGjCRxc@AL`@S~FjAtEzA`Ah@?p@iAVGXHZx@p@PpApAbA\\xNDv@h@jClDjCjE|Ax@~AWv@eArAgAhJ@Lb@FhC`@dFDdD|@nHa@~P[hDJ\\JQLkI`@_Lq@gGGmDm@mGEmCYk@aJA}@b@iB`C{A@uAcA{FuIeA}@eOIkAi@aAaAm@Om@eAa@Dc@|@WN}Ao@y@u@_@mCaAu@{L?oJkGeHCmCSaHB}Dr@qXhRyCxDQBKQ]oCPaC~@gE~@}ChGeKXoBJiG]}BCkCM}@e@m@yA}@Rq@cAs@cAoAaAyBi@qBq@aHBuBVmC`CsHxIqQfBgFtAoIjEw[`A_EbXkw@t@aAzC{BhA{AN?kApBuAv@uOD[QG{CR_EhDg_@s`@i@',17.46,,5951,Magnolia,0,False,root='Ride',2025-09-12 00:47:35+00:00,2025-09-11 17:47:35+00:00,"root=[47.655658, -122.342516]",(GMT-08:00) America/Los_Angeles,488.0,0,False,root='Ride',16857500006.0,16857500006,,10.0,-25200.0,,,,29,,False,,,,False,everyone
<stravalib.client.Client object at 0x0000019A8792AC80>,15758916280,0,bound_client=None id=43878216 resource_state=1,1,3.218,,0,False,,8447.0,2736,69.2,42.7,"root=[47.656274, -122.342403]",F6351DB5-8528-4FAB-932A-4D1F6AC73185-activity.fit,False,g23738865,False,,,8,False,id='a15758916280' polyline=None summary_polyline='cb{aHv~uiVGI[Le@OMJMCa@Jo@OWLEVQIkA?GKg@LUU_@ZSIm@JAGWIUFq@QO@INa@Ko@BOc@OAYM@IGCQFOb@?HJAMFNAYGg@N[MEKMG[BYL_@g@iBQUDa@K}@?g@BKJo@OSL]Bi@Qu@JOEMFCLUUQD[QQb@MHICEFc@T{@EOHu@OKZGKSIMFg@C?HSSaCCm@RI\\[FwBJSRu@U_ARk@Ic@?c@N_AKONSMQLa@HU]W?KNYYcAUSRB^CFAb@QTOt@SXe@?CNWOc@?e@RKEgAXq@`@y@j@u@bAQBK\\M@k@|@SBOZMBa@j@OBERUZALOCg@d@EA{@z@OTM?YVWH@MKCOHcAAGKM?eAg@]_@YCCKYIGOi@K_@_@aAWUAAG]G?IwAGKE?EsA?_AY}@Io@QIKa@AkBoAGKa@MGS@WOSWeAAU@i@Pa@Jk@Jw@QO]_AEsA@kAs@kBW]?YWIMc@U]QMo@Ii@[m@MOBi@G[FKGg@@k@_A_@_@s@i@SCAGi@AEFQIc@a@IKEO[[a@OCMDGAIO_@A}CBe@Na@Ci@DKDg@LUF[NQBFDKHk@`@eAdA{@XIn@e@t@aAJ@?I`@s@^WNUf@[H?d@o@Lk@LiBN_@FaAHQ@o@HIRw@^w@ViADo@GqAc@aAe@g@Cy@HWBg@Tu@Xc@VMb@OLDNEt@LDFTATJd@@j@Pn@E`@H^Er@FBFVATTb@Dh@h@T^AJHl@K`C@j@R~@\\v@b@v@XZLBV`@z@r@x@`@b@FBFNAfA`@r@F`A^DLb@R\\d@x@~@F?P\\h@lATt@F@dA|AdA`AXLNVh@h@Xd@PJ`B`CXv@TJH`@JLHVNHLn@X^Vp@H^RZH`@R\\`@zAn@jDRpB?NDBPbAJhAAXP`BTpALRTJ`@@XFBHVDDNTEPNJ@DIX?r@Ur@Fl@Qf@Lt@Eb@Q\\C\\JvAGJGfDu@pBNZI^Av@NLEl@FDGl@Ej@[`@IHB@KNKb@Cb@BTFPEZFd@QLX?FHEHOx@BnAh@ZKNDl@A`@JbACNHTEPHRCHMFLd@FFKDJLCADt@BXPd@SNNVOl@Cl@J^Af@J`@EfANVW\\ZXKTCLHDNLDTMV@NUJ?HNF@b@ULLr@I',6.62,,2625,Evening Run,0,False,root='Run',2025-09-10 00:27:38+00:00,2025-09-09 17:27:38+00:00,"root=[47.656078, -122.342268]",(GMT-08:00) America/Los_Angeles,46.7,0,False,root='Run',16833050560.0,16833050560,,,-25200.0,,,,0,,False,,,,False,everyone
<stravalib.client.Client object at 0x0000019A8792AC80>,15746917563,70,bound_client=None id=43878216 resource_state=1,1,7.28,204.8,0,False,False,44168.9,6207,54.4,7.0,"root=[47.655976, -122.342169]",garmin_ping_478274737567,False,b16658183,False,,1242.4,8,False,id='a15746917563' polyline=None summary_polyline='ckzaH``viVr_@h@`BkLvAuEpCmFD{RWiHaB{AuQ{I}I{MmK}KmBcGeDu[FkEjFi_@xCaHvOka@ZqBi@uF~BoE_@iCP_AjOfAxL]FqNZ_DU_CP_ArDgAvB{DdBgAzAE`Al@hGEdA}ClCiEvLb@x@j@hBjDhKlAhD}AdD[nDyCtGp@dCYrIoFrAkBfAyFfB}DzDaAzAkAdCWlAmA|@yEvBqAHuD`AqH`GcNb@sEpAk@x@x@ZMMcAyAeApC_BtBqFlCsBvBSlBd@lDc@pHn@`DeBfGhAxGs@rAZtH~FvH\\|I`BnQNvEhDbKdEjHdBrE|ChFn@nLrDtQVlRuHpEu@~El@pGxBlGvDhIB~AiB|BaGdBeCvHgFnWqIbLqHvLeApHwDp@sB?yRb@aE`C{EdH_JP_FWkEfGcIdFuAjBj@lC|B~A]pJqGpAkM^_AvPkGjTaLrLcEzFeAfAyA^sDf@gA~EcC|AOZuKCuGYwBRkDiBoNiBgEyJkKcD}AqDSiGhCgBH}CzBgLPoL`JoFpCu@~AMrBfBjQdAnBtFn@bR{CjJXrC_CxBOjCpBnCtI`AbBbE`AnAm@iBIgCmA}@aCGwBb@qCj@aAnHyA|A{CRmDYmE}@uDiBkCgFi@mB{@i@^]lAObCTdBbAjAzDlBz@fDSpDyCvEk@lFd@nCn@v@vClAnEc@`@l@TvBoElC_AvFu@dAkGlAcMjEkSnKuPhGm@jAsApMyHnF_Cz@gDkCuBa@eEfAsGfINlJUtAkFhG}DtH]pDAxRo@tBcIxDsHZuCv@sKlHkR|F{HrDgE~D}CrH_BtBsGH{DkAy@ZmAwAo@Gg@bBf@vEkArGz@JZeCp@`@]dB{@fAaAQs@_E}@e@mUe@uPb@{Nu@kB\\eIlGeBb@e@UWeAx@{E]aCeFOiAwCYBq@hBk@MuHoTmJ{FiRIiHyAoIe@{J}GmHx@sFoAcErBqGs@oK@sBjAeAzAoAvDuCtChAt@Dt@cAm@yAx@_@zDcGzM_AbIEnDmBjAwAxFmAz@gB@eBxAiEtAyAbDoA`GmAbB{KvHqHt@eCxC]nCQjEo@|@mCfAoAxHgCzCkArCD`BjBjCFp@aCnAWpCiArD|BrD@~@yCQiE`CBh@\\JpCuBoBhA[z@`@tA|A`AJ|AsBt@cDo@}BbBUtAP|DwA~FyEhGwGfC}@rDyF`KS~JeUJ]fFsIHM`FWVkg@q^c@e@e@sC|@\\?bEgAjL`Ej_@dA|DdMtNhI|LnSdKfAlCG`ZcD|J}AfMwa@g@',13.66,,6067,Seward Park,0,False,root='Ride',2025-09-09 00:16:44+00:00,2025-09-08 17:16:44+00:00,"root=[47.656072, -122.342207]",(GMT-08:00) America/Los_Angeles,350.0,0,False,root='Ride',16820416966.0,16820416966,,10.0,-25200.0,,,,30,,False,,,,False,everyone
<stravalib.client.Client object at 0x0000019A8792AC80>,15733232662,0,bound_client=None id=43878216 resource_state=1,1,3.55,,0,False,,4931.6,1580,41.7,7.8,"root=[47.665425, -122.382169]",12ED464D-3E53-4021-9159-88DAB69F6C08-activity.fit,False,g23738865,False,,,8,False,id='a15733232662' polyline=None summary_polyline='okzaHpgviVHLJBL\\@JLDBRPRLv@?ADD@HNLHXDATn@NL@F?DDRXb@F^NRHVNFDHJVNBFEHFRCDHHCF@XAFGLAFBBCFBLCHBVEDCNDh@@JBz@E@H?HKl@@j@Ih@?PCHEb@CD@ZGNBHIb@?VGp@GZCh@ET@RGn@?NE@?RCN?HCBB?GN?VIlAJPHB@FKt@Ab@Ih@Ff@IFG\\DRFFBJ^?Rd@HCHBJERHBFT?BJAN?RBDER@JQf@?VCNEFWvBIXMbBGHCRIX?VSfA?LYzAANEDAVCHIFCT@JAJEJ?JCHEh@GVK~@CTBFEFUxA@JEBEh@IZ?ZCPATCFE^EH@RBDCLU^a@fBS\\Eb@EJMJG?CRIVDFMFANGDCJEDAHE@M^EBO\\EBMVE@IPOLMDERG?KPOFMPANK@KJMBMX[V?La@PING@_@VGDCHE@AFI@KRUHELONGTG?CDGBAJQDSNGJQBCDG@EJIBSXQJEPOBQVGBS\\MHE?CFa@f@E?EFEAEL?ZKDEH[PCHIFUJKJAHEDKGIZM?MRG@W`@KBMNGPQZKJYHUXE?EFOFAHSJKZECE@[Z[RCFIBGPIBAHUNETBHITCXWLKCK?EBC?YZMBg@r@YXQJIHAFi@n@c@ZMPWNMRKDKLKBMLg@r@GLOLGZ]x@G\\AL@XARBFIVDVCFAh@DRCh@DxAC\\?XAFEDGb@@v@BNGt@@HCH?x@BH@zABVG|A@JCD@PER?T@JC`@CJEh@Bx@C|@@x@CRApA@FAB?UCA@CG@GCUAAA?BAEI?@JB@?@AC?VMMa@SA@H@EBBRD@?RBECBG@DEFADJ?QJTKUIICHAIECAFPBQCLEB@BJ@PKCFBBH@AE?ACDAA??LC@BLBM@BA??GE?J@CIId@EBEC^]DBACBCHFDYBCCBXSViCy@IOHDLGFELA??NG@CDEPCXBl@IR@^G`@@NGz@@HGLFr@CH@fAC@BfBK@?DKDCX?TE\\BZGFCNCHOx@?RCFCVKXMDKAI@EBMTE?GJKDIXKDINOFGTIBCDKFQZg@XCBBNGNUL_@l@OJGJOLEFE?GL',8.157,,1389,Lunch Run,0,False,root='Run',2025-09-07 18:34:55+00:00,2025-09-07 11:34:55+00:00,"root=[47.655855, -122.342417]",(GMT-08:00) America/Los_Angeles,12.7,0,False,root='Run',16805899618.0,16805899618,,,-25200.0,,,,0,,False,,,,False,everyone
