type,elev_high,Sport Type,start_date,total_elevation_gain,Activity Name,distance,elev_low,start_latlng,City,State,Country,distance_score,elevation_score,difficulty_score_without_altitude,average_elevation,performance_capacity,Difficulty Score,Distance (miles),Total Elevation Gain (ft),Date
root='Ride',991.7979320000001,GravelRide,2021-03-11 18:18:26+00:00,238.0,North Ann Arbor,34177.3,239.0,"(42.297255, -83.720636)",Ann Arbor,Michigan,US,7.08,1.56167984,8.64167984,887.96,0.992,8.71,21.24,781,03/11/21
root='Ride',991.1417640000001,Ride,2023-08-13 15:03:45+00:00,208.7,Lake Minnetonka ,54356.2,273.3,"(44.93935441598296, -93.35389902815223)",Saint Louis Park,Minnesota,US,8.44,1.3694226159999998,9.809422615999999,943.9,0.992,9.89,33.78,685,08/13/23
root='Ride',990.81368,MountainBikeRide,2019-08-24 16:35:02+00:00,365.1,NCT - Udell Hills,24334.1,209.7,"(44.231673, -86.075877)",Manistee,Michigan,US,6.05,2.3956693680000005,8.445669368,839.4,0.992,8.51,15.12,1198,08/24/19
root='Ride',990.81368,Ride,2023-06-05 23:34:35+00:00,230.5,Minnetonka,47458.5,263.2,"(44.939656499773264, -93.35392543114722)",Saint Louis Park,Minnesota,US,7.37,1.5124672399999999,8.88246724,927.17,0.992,8.95,29.49,756,06/05/23
root='Ride',989.829428,GravelRide,2021-04-12 19:59:03+00:00,358.3,Cherry Hill,46546.2,232.9,"(42.29621, -83.72155)",Ann Arbor,Michigan,US,9.64,2.351049944,11.991049944,876.97,0.992,12.09,28.92,1176,04/12/21
root='Ride',989.829428,MountainBikeRide,2020-12-09 20:22:07+00:00,211.5,Joy + Olson Park,28279.8,247.7,"(42.297163, -83.720517)",Ann Arbor,Michigan,US,7.03,1.38779532,8.41779532,901.25,0.992,8.49,17.57,694,12/09/20
root='Ride',986.2205040000001,Ride,2023-05-26 19:52:18+00:00,406.0,Hamburg,60023.9,237.2,"(42.26880010217428, -83.73994200490415)",Ann Arbor,Michigan,US,9.32,2.66404208,11.98404208,882.22,0.992,12.08,37.3,1332,05/26/23
root='Ride',985.89242,GravelRide,2020-10-05 20:31:17+00:00,167.8,Emery,26058.7,246.8,"(42.297217, -83.720703)",Ann Arbor,Michigan,US,5.4,1.101049904,6.501049904,897.8,0.992,6.55,16.19,551,10/05/20
root='Ride',985.89242,Ride,2020-09-29 22:31:01+00:00,218.5,Barton Hills,17972.2,235.1,"(42.297048, -83.720643)",Ann Arbor,Michigan,US,2.79,1.43372708,4.22372708,878.61,0.992,4.26,11.17,717,09/29/20
root='Ride',985.89242,Ride,2020-10-23 13:52:01+00:00,646.8,Barton Hills,44078.1,235.9,"(42.297156, -83.720677)",Ann Arbor,Michigan,US,6.85,4.244094624,11.094094624,879.92,0.992,11.18,27.39,2122,10/23/20
root='Ride',985.89242,MountainBikeRide,2020-09-14 20:13:29+00:00,445.7,Ann Arbor Local Loop,34547.2,231.4,"(42.297204, -83.720925)",Ann Arbor,Michigan,US,8.59,2.9245407759999997,11.514540776,872.54,0.992,11.61,21.47,1462,09/14/20
root='Ride',985.89242,Ride,2020-09-25 20:58:16+00:00,419.2,Barton Hills,32600.9,235.9,"(42.297072, -83.720358)",Ann Arbor,Michigan,US,5.06,2.7506562559999996,7.810656256,879.92,0.992,7.87,20.26,1375,09/25/20
root='Ride',985.89242,MountainBikeRide,2020-08-26 16:01:57+00:00,512.0,Ann Arbor Local Loop,38788.6,231.5,"(42.297228, -83.720799)",Ann Arbor,Michigan,US,9.64,3.35958016,12.99958016,872.7,0.992,13.1,24.1,1680,08/26/20
root='Ride',985.5643359999999,MountainBikeRide,2021-05-01 13:01:52+00:00,448.4,MSB,37625.5,196.9,"(44.743331, -85.514144)",Traverse City,Michigan,US,9.35,2.9422573119999997,12.292257312,815.78,0.992,12.39,23.38,1471,05/01/21
root='Ride',985.236252,Ride,2021-06-19 20:03:15+00:00,375.2,Hamburg,58368.7,235.5,"(42.296169, -83.721584)",Ann Arbor,Michigan,US,9.07,2.461942336,11.531942336,878.94,0.992,11.62,36.27,1231,06/19/21
root='Ride',985.236252,Ride,2021-03-25 19:06:34+00:00,396.7,Hamburg,57862.8,236.0,"(42.29719, -83.720814)",Ann Arbor,Michigan,US,8.99,2.603018456,11.593018456,879.76,0.992,11.69,35.95,1302,03/25/21
root='Ride',984.580084,MountainBikeRide,2021-03-22 15:27:52+00:00,265.5,Emery + Olson Park,35893.7,247.7,"(42.297149, -83.720887)",Ann Arbor,Michigan,US,8.92,1.7421260399999998,10.66212604,898.62,0.992,10.75,22.3,871,03/22/21
root='Ride',984.580084,MountainBikeRide,2021-04-03 14:53:27+00:00,514.3,Island Lake,81819.3,247.7,"(42.297174, -83.720873)",Ann Arbor,Michigan,US,17.68,3.3746720239999997,21.054672024,898.62,0.992,21.22,50.84,1687,04/03/21
root='Ride',984.580084,GravelRide,2021-05-23 15:35:04+00:00,265.9,Emery,33788.6,247.7,"(42.296316, -83.721462)",Ann Arbor,Michigan,US,7.0,1.7447507119999999,8.744750712,898.62,0.992,8.82,21.0,872,05/23/21
root='Ride',984.580084,GravelRide,2021-03-08 21:11:37+00:00,153.5,Emery,26079.6,247.9,"(42.297236, -83.720996)",Ann Arbor,Michigan,US,5.4,1.00721788,6.40721788,898.95,0.992,6.46,16.21,504,03/08/21
root='Ride',984.580084,GravelRide,2021-06-07 22:15:01+00:00,151.2,Emery,23340.5,247.7,"(42.296379, -83.721313)",Ann Arbor,Michigan,US,4.83,0.9921260159999999,5.822126016,898.62,0.992,5.87,14.5,496,06/07/21
root='Ride',984.580084,GravelRide,2021-06-30 22:26:05+00:00,259.0,Emery,34476.1,247.7,"(42.296297, -83.721401)",Ann Arbor,Michigan,US,7.14,1.69947512,8.83947512,898.62,0.992,8.91,21.42,850,06/30/21
root='Ride',984.252,Ride,2020-11-06 18:50:51+00:00,90.8,Barton Hills,8709.5,239.0,"(42.297114, -83.720686)",Ann Arbor,Michigan,US,1.35,0.5958005439999999,1.945800544,884.19,0.992,1.96,5.41,298,11/06/20
root='Ride',984.252,Ride,2021-04-22 20:22:41+00:00,737.9,Barton Hills,35993.2,232.3,"(42.297155, -83.720745)",Ann Arbor,Michigan,US,5.59,4.841863672,10.431863671999999,873.2,0.992,10.52,22.37,2421,04/22/21
root='Ride',984.252,Ride,2020-12-04 19:44:52+00:00,635.0,Barton Hills,29608.9,239.0,"(42.296316, -83.721244)",Ann Arbor,Michigan,US,4.6,4.1666668,8.7666668,884.19,0.992,8.84,18.4,2083,12/04/20
root='Ride',983.267748,Ride,2023-03-26 17:11:36+00:00,234.0,Dexter,38107.9,237.4,"(42.26905365474522, -83.7399305216968)",Ann Arbor,Michigan,US,5.92,1.53543312,7.45543312,881.07,0.992,7.52,23.68,768,03/26/23
root='Ride',982.9396640000001,GravelRide,2020-10-28 18:35:23+00:00,448.9,Dirt Hammer,50206.1,235.5,"(42.297368, -83.720609)",Ann Arbor,Michigan,US,10.4,2.9455381519999997,13.345538152,877.79,0.992,13.45,31.2,1473,10/28/20
root='Ride',982.9396640000001,Ride,2021-02-28 20:31:02+00:00,392.5,Dexter,50111.2,235.7,"(42.297234, -83.720768)",Ann Arbor,Michigan,US,7.78,2.5754594,10.3554594,878.12,0.992,10.44,31.14,1288,02/28/21
root='Ride',982.9396640000001,Ride,2021-03-23 21:36:26+00:00,307.3,Dexter,37026.9,235.9,"(42.297494, -83.725323)",Ann Arbor,Michigan,US,5.75,2.016404264,7.766404264,878.44,0.992,7.83,23.01,1008,03/23/21
root='Ride',982.9396640000001,Ride,2021-02-02 17:51:12+00:00,264.7,Dexter,38312.0,235.5,"(42.297278, -83.72088)",Ann Arbor,Michigan,US,5.95,1.736876696,7.686876696000001,877.79,0.992,7.75,23.81,868,02/02/21
root='Ride',982.9396640000001,Ride,2021-12-15 18:46:28+00:00,230.7,Dexter,37260.2,237.0,"(42.269116351380944, -83.73989523388445)",Ann Arbor,Michigan,US,5.79,1.513779576,7.303779576,880.25,0.992,7.36,23.15,757,12/15/21
root='Ride',982.9396640000001,Ride,2020-12-03 16:08:59+00:00,359.1,Full Huron River Drive,48843.4,236.0,"(42.297244, -83.720745)",Ann Arbor,Michigan,US,7.59,2.356299288,9.946299288,878.61,0.992,10.03,30.35,1178,12/03/20
root='Ride',982.9396640000001,Ride,2021-12-10 16:46:54+00:00,151.3,Delhi,22331.5,237.0,"(42.26905214600265, -83.73984997160733)",Ann Arbor,Michigan,US,3.47,0.9927821840000001,4.462782184,880.25,0.992,4.5,13.88,496,12/10/21
root='Ride',982.9396640000001,Ride,2021-09-11 13:42:51+00:00,293.0,MCycling Intro Ride,39451.3,235.9,"(42.269092, -83.739992)",Ann Arbor,Michigan,US,6.13,1.92257224,8.05257224,878.44,0.992,8.12,24.51,961,09/11/21
root='Ride',982.9396640000001,Ride,2021-11-07 20:37:44+00:00,227.6,Delhi,27794.2,237.0,"(42.26907662115991, -83.73986933380365)",Ann Arbor,Michigan,US,4.32,1.4934383679999998,5.813438368,880.25,0.992,5.86,17.27,747,11/07/21
root='Ride',982.61158,Ride,2020-09-01 13:03:52+00:00,612.5,Barton Hills,39915.5,235.9,"(42.297235, -83.720845)",Ann Arbor,Michigan,US,6.2,4.019029,10.219028999999999,878.28,0.992,10.3,24.8,2010,09/01/20
root='Ride',982.61158,Ride,2022-03-16 15:41:26+00:00,272.4,Dexter,39831.9,237.2,"(42.269000094383955, -83.73990713618696)",Ann Arbor,Michigan,US,6.19,1.787401632,7.977401632,880.41,0.992,8.04,24.75,894,03/16/22
root='Ride',982.61158,Ride,2022-08-25 14:15:10+00:00,227.0,Dexter,36995.5,237.2,"(42.26910872384906, -83.73994024470448)",Ann Arbor,Michigan,US,5.75,1.48950136,7.23950136,880.41,0.992,7.3,22.99,745,08/25/22
root='Ride',982.61158,Ride,2020-08-27 15:20:14+00:00,329.1,Dexter,37360.5,235.9,"(42.297219, -83.721182)",Ann Arbor,Michigan,US,5.8,2.1594488880000005,7.959448888000001,878.28,0.992,8.02,23.21,1080,08/27/20
root='Ride',981.6273279999999,Ride,2020-08-30 21:16:38+00:00,289.8,Whitmore Lake,44855.9,246.8,"(42.297206, -83.720843)",Ann Arbor,Michigan,US,6.97,1.9015748640000003,8.871574864,895.67,0.992,8.94,27.87,951,08/30/20
root='Ride',981.6273279999999,Ride,2020-10-01 21:54:41+00:00,210.1,Whitmore Lake,27852.2,238.4,"(42.297255, -83.720829)",Ann Arbor,Michigan,US,4.33,1.378608968,5.708608968,881.89,0.992,5.75,17.31,689,10/01/20
root='Ride',980.9711599999999,Ride,2021-07-17 16:47:50+00:00,201.0,Whitmore Lake,28200.0,239.0,"(42.2964, -83.721539)",Ann Arbor,Michigan,US,4.38,1.31889768,5.69889768,882.55,0.992,5.74,17.52,659,07/17/21
root='Ride',980.9711599999999,Ride,2021-02-03 18:02:31+00:00,174.0,Whitmore Lake,23740.9,239.0,"(42.297355, -83.720712)",Ann Arbor,Michigan,US,3.69,1.14173232,4.83173232,882.55,0.992,4.87,14.75,571,02/03/21
root='Ride',980.3149920000001,MountainBikeRide,2023-07-15 21:34:51+00:00,157.0,Bertram Lake Park,20527.2,284.6,"(45.295471, -93.849671)",Monticello,Minnesota,US,5.1,1.03018376,6.1301837599999995,957.02,0.992,6.18,12.76,515,07/15/23
root='Ride',979.0026559999999,MountainBikeRide,2024-09-03 14:05:28+00:00,373.0,VASA,34762.9,241.1,"(44.701992, -85.483458)",Kingsley,Michigan,US,8.64,2.4475066400000003,11.08750664,885.01,0.992,11.18,21.6,1224,09/03/24
root='Ride',978.018404,MountainBikeRide,2021-05-22 12:53:24+00:00,387.9,Olson Park,43847.4,231.8,"(42.296278, -83.721524)",Ann Arbor,Michigan,US,10.9,2.545275672,13.445275672000001,869.26,0.992,13.55,27.25,1273,05/22/21
root='Ride',977.69032,MountainBikeRide,2020-05-29 17:48:06+00:00,292.5,VASA,39241.8,241.5,"(44.70176, -85.483262)",Kingsley,Michigan,US,9.75,1.9192914,11.6692914,885.01,0.992,11.76,24.38,960,05/29/20
root='Ride',977.69032,GravelRide,2021-04-06 20:17:31+00:00,406.7,Dirt Hammer,47919.4,235.5,"(42.29617, -83.721668)",Ann Arbor,Michigan,US,9.93,2.668635256,12.598635256,875.16,0.992,12.7,29.78,1334,04/06/21
root='Ride',977.69032,GravelRide,2021-07-11 20:42:49+00:00,411.1,Dirt (Mud) Hammer,48177.2,235.5,"(42.296268, -83.721508)",Ann Arbor,Michigan,US,9.98,2.697506648,12.677506648000001,875.16,0.992,12.78,29.94,1349,07/11/21
root='Ride',977.69032,GravelRide,2021-04-18 19:25:44+00:00,481.8,Hamburg,66292.0,239.0,"(42.296237, -83.721631)",Ann Arbor,Michigan,US,13.73,3.161417424,16.891417424,880.91,0.992,17.03,41.19,1581,04/18/21
root='Hike',976.706068,Hike,2025-05-27 19:02:21+00:00,60.0,Empire Bluff,2951.7,268.6,"(44.799254, -86.058436)",Beulah,Michigan,US,1.38,0.3937008,1.7737007999999999,928.97,0.992,1.79,1.83,197,05/27/25
root='Ride',975.7218159999999,GravelRide,2020-09-09 20:07:15+00:00,429.1,Dirt Hammer,49721.9,235.1,"(42.297176, -83.720916)",Ann Arbor,Michigan,US,10.3,2.815616888,13.115616888000002,873.52,0.992,13.22,30.9,1408,09/09/20
root='Ride',975.065648,MountainBikeRide,2020-06-22 15:51:49+00:00,325.4,VASA,35944.4,239.8,"(44.701768, -85.483272)",Kingsley,Michigan,US,8.93,2.1351706719999997,11.065170671999999,880.91,0.992,11.15,22.33,1068,06/22/20
root='Ride',974.40948,MountainBikeRide,2021-05-04 15:18:01+00:00,478.0,VASA,62608.8,212.7,"(44.701774, -85.483305)",Kingsley,Michigan,US,15.56,3.1364830400000003,18.69648304,836.12,0.992,18.85,38.9,1568,05/04/21
root='Ride',973.753312,MountainBikeRide,2025-05-23 17:28:12+00:00,154.1,VASA ST,33162.4,268.4,"(44.70227, -85.483047)",Kingsley,Michigan,US,8.24,1.0111548879999999,9.251154888,927.17,0.992,9.33,20.61,506,05/23/25
root='Ride',971.4567240000001,Ride,2023-06-04 14:27:49+00:00,300.4,Grand Rounds,60141.1,224.6,"(44.93968759663403, -93.35364405065775)",Saint Louis Park,Minnesota,US,9.34,1.9711286719999999,11.311128671999999,854.17,0.992,11.4,37.37,986,06/04/23
root='Ride',969.8163040000001,MountainBikeRide,2019-08-26 16:19:23+00:00,115.4,VASA ST,22780.2,267.1,"(44.701861, -85.483417)",Kingsley,Michigan,US,5.66,0.7572178720000001,6.417217872,923.06,0.992,6.47,14.15,379,08/26/19
root='Ride',969.8163040000001,MountainBikeRide,2019-08-02 14:48:43+00:00,117.5,VASA ST,21118.4,267.1,"(44.701342, -85.482925)",Kingsley,Michigan,US,5.25,0.7709973999999999,6.0209974,923.06,0.992,6.07,13.12,385,08/02/19
root='Ride',961.942288,Ride,2023-07-13 00:55:39+00:00,202.1,Eden Prairie,28451.2,257.6,"(44.939679047092795, -93.35374446585774)",Saint Louis Park,Minnesota,US,4.42,1.326115528,5.746115528,903.54,0.992,5.79,17.68,663,07/13/23
root='Ride',958.00528,Ride,2021-06-10 22:32:26+00:00,293.9,Thursday Night Ride - AAVC,66039.4,240.8,"(42.337846, -83.894687)",Dexter,Michigan,US,10.26,1.9284777519999998,12.188477751999999,874.02,0.992,12.29,41.03,964,06/10/21
root='Hike',957.349112,Hike,2023-05-04 20:03:17+00:00,71.2,Pyramid Point,1949.5,220.3,"(44.9622474052012, -85.92996818013489)",Leland,Michigan,US,0.91,0.46719161600000003,1.3771916160000002,840.06,0.992,1.39,1.21,234,05/04/23
root='Ride',954.068272,MountainBikeRide,2023-09-09 14:22:05+00:00,430.4,Glacial Hills,26166.0,199.9,"(44.990647472441196, -85.25529789738357)",Bellaire,Michigan,US,6.5,2.8241470719999997,9.324147071999999,804.95,0.992,9.4,16.26,1412,09/09/23
root='Ride',951.4436,MountainBikeRide,2020-05-29 20:33:08+00:00,25.5,VASA ST w/ sis,9074.3,281.6,"(44.701791, -85.483367)",Kingsley,Michigan,US,2.26,0.16732284,2.42732284,937.66,0.992,2.45,5.64,84,05/29/20
root='Hike',948.16276,Hike,2025-05-27 18:03:12+00:00,68.3,Pyramid Point,1930.6,220.4,"(44.962191, -85.930054)",Leland,Michigan,US,0.9,0.448162744,1.3481627440000001,835.63,0.992,1.36,1.2,224,05/27/25
root='Hike',947.178508,Hike,2023-12-26 20:07:56+00:00,25.3,Arcadia Dunes,1905.6,265.8,"(44.525827104225755, -86.22285459190607)",Frankfort,Michigan,US,0.89,0.166010504,1.056010504,909.61,0.992,1.06,1.18,83,12/26/23
root='Ride',944.5538359999999,MountainBikeRide,2020-11-19 18:46:48+00:00,247.2,Olson Park,23526.6,231.5,"(42.297197, -83.720689)",Ann Arbor,Michigan,US,5.85,1.622047296,7.4720472959999995,852.03,0.992,7.53,14.62,811,11/19/20
root='Ride',944.225752,MountainBikeRide,2020-09-07 21:07:08+00:00,234.4,Olson Park,19419.4,231.4,"(42.297594, -83.721074)",Ann Arbor,Michigan,US,4.83,1.538057792,6.368057792,851.71,0.992,6.42,12.07,769,09/07/20
root='Ride',944.225752,MountainBikeRide,2020-08-31 18:05:19+00:00,205.6,Olson Park,19612.5,246.8,"(42.297212, -83.720708)",Ann Arbor,Michigan,US,4.87,1.349081408,6.219081408,876.97,0.992,6.27,12.19,675,08/31/20
root='Ride',943.897668,MountainBikeRide,2021-04-02 21:52:13+00:00,320.6,Olson Park,24408.4,232.2,"(42.296463, -83.721773)",Ann Arbor,Michigan,US,6.07,2.1036746080000004,8.173674608,852.85,0.992,8.24,15.17,1052,04/02/21
root='Ride',943.897668,MountainBikeRide,2019-10-04 17:48:10+00:00,151.0,Cedar Bend,5702.7,230.6,"(42.288369, -83.723922)",Ann Arbor,Michigan,US,1.42,0.99081368,2.41081368,850.23,0.992,2.43,3.54,495,10/04/19
root='Ride',943.897668,MountainBikeRide,2019-09-25 17:55:31+00:00,340.4,Olson Park,25094.7,230.5,"(42.294495, -83.722001)",Ann Arbor,Michigan,US,6.24,2.233595872,8.473595872,850.07,0.992,8.54,15.59,1117,09/25/19
root='Ride',943.897668,MountainBikeRide,2019-10-10 19:55:35+00:00,168.1,Cedar Bend,7190.6,230.5,"(42.294443, -83.719778)",Ann Arbor,Michigan,US,1.79,1.1030184079999998,2.8930184079999997,850.07,0.992,2.92,4.47,552,10/10/19
root='Ride',943.5695840000001,MountainBikeRide,2021-04-10 18:36:14+00:00,420.3,Ann Arbor Local Loop,28217.9,233.4,"(42.296308, -83.721788)",Ann Arbor,Michigan,US,7.01,2.757874104,9.767874104,854.66,0.992,9.85,17.53,1379,04/10/21
root='Ride',943.5695840000001,Ride,2020-11-09 00:32:46+00:00,407.4,Baits Hill Laps,22335.8,237.2,"(42.297156, -83.72081)",Ann Arbor,Michigan,US,3.47,2.673228432,6.143228432000001,860.89,0.992,6.19,13.88,1337,11/09/20
root='Ride',943.2415,MountainBikeRide,2020-10-08 18:14:05+00:00,267.1,Singletrack/Bike Park,20113.0,231.4,"(42.29752, -83.725456)",Ann Arbor,Michigan,US,5.0,1.7526247280000002,6.752624728000001,851.21,0.992,6.81,12.5,876,10/08/20
root='Run',943.2415,Run,2019-12-04 20:28:56+00:00,53.6,Afternoon Run,2364.6,236.3,"(42.295002, -83.720392)",Ann Arbor,Michigan,US,1.47,0.351706048,1.821706048,859.25,0.992,1.84,1.47,176,12/04/19
root='Ride',942.585332,MountainBikeRide,2021-07-25 20:31:46+00:00,289.6,Olson Park,23374.8,231.8,"(42.296253, -83.721428)",Ann Arbor,Michigan,US,5.81,1.9002625280000003,7.7102625279999994,851.54,0.992,7.77,14.52,950,07/25/21
root='Ride',942.585332,MountainBikeRide,2021-05-12 22:29:58+00:00,294.3,Olson Park,25612.2,231.8,"(42.296269, -83.721326)",Ann Arbor,Michigan,US,6.37,1.931102424,8.301102424,851.54,0.992,8.37,15.91,966,05/12/21
root='Ride',942.257248,MountainBikeRide,2020-09-02 20:42:34+00:00,363.2,Ann Arbor Local Loop,29642.9,231.5,"(42.297495, -83.720787)",Ann Arbor,Michigan,US,7.37,2.3832021759999997,9.753202176,850.89,0.992,9.83,18.42,1192,09/02/20
root='Ride',941.2729959999999,MountainBikeRide,2019-09-12 18:25:33+00:00,87.6,Olson Park,9739.6,247.0,"(42.297491, -83.725398)",Ann Arbor,Michigan,US,2.42,0.574803168,2.994803168,875.82,0.992,3.02,6.05,287,09/12/19
root='Ride',941.2729959999999,Ride,2021-03-27 20:58:10+00:00,162.5,Gallup Park Pathway,20650.4,227.9,"(42.297275, -83.720748)",Ann Arbor,Michigan,US,3.21,1.066273,4.276273,844.49,0.992,4.31,12.83,533,03/27/21
root='Ride',940.6168279999999,MountainBikeRide,2019-09-12 19:52:17+00:00,142.8,Olson Park,11252.2,242.6,"(42.317417, -83.73056)",Ann Arbor,Michigan,US,2.8,0.9370079040000001,3.737007904,868.27,0.992,3.77,6.99,469,09/12/19
root='Ride',940.6168279999999,MountainBikeRide,2019-10-23 18:21:59+00:00,188.7,Olson Park,21475.9,247.0,"(42.293733, -83.720467)",Ann Arbor,Michigan,US,5.34,1.2381890159999998,6.578189016,875.49,0.992,6.63,13.34,619,10/23/19
root='Ride',939.96066,MountainBikeRide,2020-06-24 14:42:29+00:00,376.1,Glacial Hills,30992.9,197.1,"(44.990601, -85.255386)",Bellaire,Michigan,US,7.7,2.4678478480000003,10.167847848000001,793.31,0.992,10.25,19.26,1234,06/24/20
root='Ride',938.976408,Ride,2020-09-27 13:56:00+00:00,342.6,Saline + Milan,54336.9,212.9,"(42.297175, -83.720811)",Ann Arbor,Michigan,US,8.44,2.2480315680000005,10.688031568,818.73,0.992,10.77,33.76,1124,09/27/20
root='Ride',938.976408,Ride,2020-09-22 18:46:47+00:00,238.1,Dexter,39187.7,235.0,"(42.297194, -83.720886)",Ann Arbor,Michigan,US,6.09,1.562336008,7.652336008,854.99,0.992,7.71,24.35,781,09/22/20
root='Ride',938.32024,MountainBikeRide,2020-09-24 19:29:41+00:00,213.8,Olson Park,19798.3,246.8,"(42.297359, -83.720813)",Ann Arbor,Michigan,US,4.92,1.4028871840000001,6.322887184,874.02,0.992,6.37,12.3,701,09/24/20
root='Ride',937.664072,Ride,2021-06-20 20:43:08+00:00,200.9,Around Ann Arbor,28865.7,225.2,"(42.29625, -83.721512)",Ann Arbor,Michigan,US,4.48,1.3182415120000002,5.798241512000001,838.25,0.992,5.85,17.94,659,06/20/21
root='Ride',937.664072,MountainBikeRide,2020-11-04 20:23:43+00:00,161.8,Olson Park,16823.4,247.9,"(42.297186, -83.721003)",Ann Arbor,Michigan,US,4.18,1.061679824,5.241679824,875.49,0.992,5.28,10.45,531,11/04/20
root='Ride',932.7428120000001,MountainBikeRide,2024-09-05 12:36:38+00:00,451.8,The Dragon,64646.8,249.4,"(43.503083, -85.587991)",Howard City,Michigan,US,16.07,2.964567024,19.034567024,875.49,0.992,19.19,40.17,1482,09/05/24
root='Hike',931.75856,Hike,2025-05-11 04:12:03+00:00,291.9,Afternoon Hike,12828.9,38.6,"(35.029, 135.71982)",Kyoto,Kyoto,JP,5.98,1.9153543919999998,7.895354392,529.2,0.992,7.96,7.97,958,05/11/25
root='Ride',931.102392,MountainBikeRide,2020-11-28 15:53:51+00:00,525.7,The Dragon,36089.2,250.3,"(43.490156, -85.635364)",White Cloud,Michigan,US,8.97,3.4494751760000004,12.419475176,876.15,0.992,12.52,22.42,1725,11/28/20
root='Ride',930.7743079999999,Ride,2021-07-15 21:58:53+00:00,264.9,Thursday Night Sprint Ride - AAVC ,48456.8,243.2,"(42.30906, -83.757161)",Ann Arbor,Michigan,US,7.53,1.7381890319999997,9.268189032,864.34,0.992,9.34,30.11,869,07/15/21
root='Ride',929.133888,MountainBikeRide,2019-09-16 23:38:38+00:00,75.7,Baits Downhill,1901.5,242.6,"(42.291537, -83.723747)",Ann Arbor,Michigan,US,0.47,0.49671917600000004,0.966719176,862.53,0.992,0.97,1.18,248,09/16/19
root='Run',928.8058040000001,Run,2020-10-20 20:28:41+00:00,27.3,ASME/SWE Fun Run 5k,4992.7,269.2,"(42.294697, -83.721349)",Ann Arbor,Michigan,US,3.1,0.17913386400000003,3.2791338640000003,906.0,0.992,3.31,3.1,90,10/20/20
root='Ride',928.8058040000001,MountainBikeRide,2023-07-31 00:36:18+00:00,234.0,Theo Wirth,21825.9,257.0,"(44.93969296105206, -93.35379609838128)",Saint Louis Park,Minnesota,US,5.42,1.53543312,6.95543312,885.99,0.992,7.01,13.56,768,07/31/23
root='Run',927.165384,Run,2019-11-26 21:25:43+00:00,60.8,Afternoon Run,6965.5,232.0,"(42.29446, -83.719601)",Ann Arbor,Michigan,US,4.33,0.39895014399999995,4.728950144,844.16,0.992,4.77,4.33,199,11/26/19
root='Ride',925.5249640000001,MountainBikeRide,2023-06-26 22:20:56+00:00,360.4,Theo Wirth,29636.5,252.8,"(44.939696, -93.353745)",Saint Louis Park,Minnesota,US,7.37,2.364829472,9.734829472,877.46,0.992,9.81,18.42,1182,06/26/23
root='Ride',925.5249640000001,MountainBikeRide,2023-06-12 22:25:19+00:00,349.8,Theo Wirth,35446.3,250.8,"(44.939311, -93.35295)",Saint Louis Park,Minnesota,US,8.81,2.2952756640000005,11.105275664,874.18,0.992,11.19,22.03,1148,06/12/23
root='Ride',925.5249640000001,MountainBikeRide,2023-09-17 15:52:53+00:00,327.4,The Dragon,47376.0,251.8,"(43.503223434090614, -85.58800622820854)",Howard City,Michigan,US,11.78,2.148294032,13.928294032,875.82,0.992,14.04,29.44,1074,09/17/23
root='Ride',922.5722079999999,MountainBikeRide,2023-05-20 18:37:06+00:00,258.2,The Dragon ,32033.0,251.8,"(43.50337, -85.588637)",Howard City,Michigan,US,7.96,1.6942257760000001,9.654225776,874.34,0.992,9.73,19.9,847,05/20/23
root='Ride',922.244124,Ride,2023-06-16 00:38:48+00:00,126.1,South Minneapolis,35125.5,251.0,"(44.93956312537193, -93.35364111699164)",Saint Louis Park,Minnesota,US,5.46,0.8274278479999999,6.287427848,872.87,0.992,6.34,21.83,414,06/16/23
root='Ride',921.91604,Ride,2023-08-14 22:46:29+00:00,189.5,Theo + Minneapolis,28775.4,246.9,"(44.93972095660865, -93.35442398674786)",Saint Louis Park,Minnesota,US,4.47,1.24343836,5.71343836,865.98,0.992,5.76,17.88,622,08/14/23
root='Ride',920.27562,Ride,2020-09-08 21:44:44+00:00,188.3,Ypsilanti,27994.8,218.6,"(42.297233, -83.720736)",Ann Arbor,Michigan,US,4.35,1.2355643440000001,5.585564344,818.73,0.992,5.63,17.4,618,09/08/20
root='Run',919.9475359999999,Run,2023-06-28 00:52:23+00:00,83.0,Minneapolis Sculpture Garden,11647.7,250.0,"(44.947016, -93.318725)",Saint Louis Park,Minnesota,US,7.24,0.54461944,7.78461944,870.08,0.992,7.85,7.24,272,06/28/23
root='Run',919.619452,Run,2019-12-10 02:15:28+00:00,24.6,Night Run,5140.3,267.7,"(42.294573, -83.719624)",Ann Arbor,Michigan,US,3.19,0.161417328,3.351417328,898.95,0.992,3.38,3.19,81,12/10/19
root='Run',919.619452,Run,2019-12-09 00:04:26+00:00,14.7,Evening Run,2339.1,267.7,"(42.29542, -83.720103)",Ann Arbor,Michigan,US,1.45,0.096456696,1.546456696,898.95,0.992,1.56,1.45,48,12/09/19
root='Ride',919.619452,Ride,2021-01-28 17:36:17+00:00,76.4,Gallup Park Pathway,16382.5,225.2,"(42.297123, -83.720642)",Ann Arbor,Michigan,US,2.54,0.501312352,3.0413123520000003,829.23,0.992,3.07,10.18,251,01/28/21
